State	Year	Assault	Vehicular	Larceny	Rape	Robbery	Burglary	Murder	Property	Population
Montana	1976	950	2318.0	22083	102	35.6	6333	38	30734	753000
Montana	1977	1193	2353.0	21104	127	39.2	6125	41	29582	761000
Montana	1978	1414	2411.0	20293	124	36.8	6170	38	28874	785000
Montana	1979	1307	2447.0	24537	162	33.1	6314	33	33298	786000
Montana	1980	1279	2514.0	27587	164	34.0	7430	31	37531	781592
Montana	1981	1500	2221.0	27874	175	38.1	7651	27	37746	792000
Montana	1982	1386	2070.0	24079	119	33.1	6759	31	32908	801000
Montana	1983	1353	1870.0	26918	162	23.5	7420	30	36208	817000
Montana	1984	1526	2230.0	27080	170	27.4	7070	36	36380	824000
Montana	1985	1342	2274.0	26746	159	20.9	6835	48	35855	826000
Montana	1986	963	1760.0	27142	142	19.5	6491	24	35393	819000
Montana	1987	834	1924.0	27541	160	24.2	6521	33	35986	809000
Montana	1988	651	1740.0	25921	135	22.6	5657	21	33318	804000
Montana	1989	630	1818.0	23892	145	17.0	5575	23	31285	806000
Montana	1990	866	1938.0	27098	195	21.7	5666	39	34702	799065
Montana	1991	799	1667.0	22449	160	18.6	4231	21	28347	808000
Montana	1992	944	1923.0	29243	210	26.9	5306	24	36472	824000
Montana	1993	958	2066.0	30641	234	32.4	5992	25	38699	839000
Montana	1994	975	2450.0	32817	233	32.7	6178	28	41445	856000
Montana	1995	972	2389.0	32797	231	29.1	5060	35	40246	870000
Montana	1996	882	2248.0	30928	238	29.7	4908	34	38084	879000
Montana	1997	769	2179.0	30411	171	20.4	5002	42	37592	879000
Montana	1998	1312	2049.0	29940	235	26.4	4575	18	36564	880000
Montana	1999	1536	1874.0	23353	293	27.1	3876	22	29103	882779
Montana	2000	2276	1896.0	26678	308	22.5	3624	20	32198	902195
Montana	2001	2735	1821.0	24684	188	25.4	3670	34	30175	905382
Montana	2002	2661	1783.0	23679	237	31.1	3289	16	28751	910372
Montana	2003	2777	1906.0	22800	246	32.5	3722	30	28428	918157
Montana	2004	2187	1618.0	22082	273	25.1	3515	30	27215	926920
Montana	2005	2138	1971.0	23794	301	18.9	3642	18	29407	934737
Montana	2006	2950	1947.0	21659	348	24.7	3380	33	26986	944632
Montana	2007	3015	2046.0	22315	363	24.3	3476	27	27837	957861
Montana	2008	2411	1777.0	20834	358	21.1	3689	40	26300	967440
Montana	2009	2181	1612.0	19528	357	23.4	3686	32	24826	974989
Montana	2010	2222	1551.0	20166	332	15.5	3692	25	25409	990958
Montana	2011	2189	1449.0	19089	366	17.1	3347	29	23885	997667
Montana	2012	2139	1689.0	20387	379	19.0	3894	27	25970	1005141
Nebraska	1960	245	1770.0	11586	59	17.9	3267	33	16623	1411330
Nebraska	1961	271	1654.0	12372	47	16.4	3730	34	17756	1431000
Nebraska	1962	246	1796.0	12846	93	18.5	3894	23	18536	1484000
Nebraska	1963	233	1831.0	14181	102	15.5	4290	29	20302	1460000
Nebraska	1964	351	2202.0	15895	85	20.7	4832	34	22929	1480000
Nebraska	1965	416	2404.0	18115	76	21.9	5684	36	26203	1477000
Nebraska	1966	456	2531.0	18448	97	24.9	6117	26	27096	1456000
Nebraska	1967	912	2700.0	18651	117	38.7	7056	39	28407	1435000
Nebraska	1968	1254	4346.0	20862	103	49.6	7292	33	32500	1437000
Nebraska	1969	1417	4122.0	22106	98	51.8	6989	36	33217	1449000
Nebraska	1970	1699	4331.0	23332	138	57.3	7486	44	35149	1483791
Nebraska	1971	1560	3850.0	23846	212	36.0	8337	39	36033	1512000
Nebraska	1972	1579	3989.0	24968	212	52.7	8489	44	37446	1525000
Nebraska	1973	1574	4668.0	25994	254	62.5	9828	67	40490	1542000
Nebraska	1974	1947	4282.0	31685	291	91.0	11939	55	47906	1543000
Nebraska	1975	2225	3572.0	36563	297	90.4	11752	66	51887	1546000
Nebraska	1976	1927	3627.0	37795	318	63.0	10626	45	52048	1553000
Nebraska	1977	1760	3888.0	36154	282	64.7	11864	61	51906	1561000
Nebraska	1978	1634	3393.0	35794	286	64.9	11687	47	50874	1565000
Nebraska	1979	1996	4296.0	42195	338	73.5	12804	65	59295	1574000
Nebraska	1980	1794	3810.0	45692	363	82.2	14316	69	63818	1563921
Nebraska	1981	1374	3270.0	45324	323	70.7	14383	49	62977	1576000
Nebraska	1982	2299	2821.0	43331	329	61.9	12867	31	59019	1586000
Nebraska	1983	2300	2578.0	42026	339	49.8	12408	42	57012	1597000
Nebraska	1984	2499	2312.0	39875	381	43.2	10339	54	52526	1606000
Nebraska	1985	2619	2506.0	41278	376	48.5	11730	47	55514	1606000
Nebraska	1986	2936	2678.0	42784	393	51.1	11956	50	57418	1598000
Nebraska	1987	2853	2645.0	45692	345	47.1	13516	55	61853	1594000
Nebraska	1988	3033	3023.0	46634	385	56.1	12251	58	61908	1601000
Nebraska	1989	3245	3000.0	46403	381	52.0	12010	40	61413	1611000
Nebraska	1990	3886	2812.0	47054	473	51.1	11424	43	61290	1578385
Nebraska	1991	3970	3386.0	49071	447	54.0	11574	52	64031	1593000
Nebraska	1992	4115	3225.0	49144	504	56.7	11477	68	63846	1606000
Nebraska	1993	4558	5252.0	46811	447	62.4	10662	63	62725	1607000
Nebraska	1994	4548	6236.0	48547	500	75.4	10963	51	65746	1623000
Nebraska	1995	4821	5752.0	52044	317	65.2	10344	48	68140	1637000
Nebraska	1996	5635	5643.0	50315	447	63.7	10152	48	66110	1652000
Nebraska	1997	5712	5541.0	48363	406	66.2	9813	50	63717	1657000
Nebraska	1998	5749	5788.0	49420	417	77.6	10544	51	65752	1663000
Nebraska	1999	5429	5440.0	45679	414	75.9	10158	60	61277	1666028
Nebraska	2000	3960	5230.0	49118	436	67.0	10131	63	64479	1711263
Nebraska	2001	3612	6490.0	52713	431	65.6	9760	43	68963	1720039
Nebraska	2002	3557	6409.0	51440	464	78.7	10329	48	68178	1727564
Nebraska	2003	3380	6132.0	48924	504	67.1	10133	56	65189	1737475
Nebraska	2004	3595	5287.0	46399	620	65.1	9826	40	61512	1747704
Nebraska	2005	3387	5581.0	45359	581	59.2	9408	44	60348	1758163
Nebraska	2006	3433	5166.0	44710	577	64.2	9535	51	59411	1768331
Nebraska	2007	3788	5246.0	41484	550	62.8	9035	71	55765	1774571
Nebraska	2008	3603	4225.0	38394	601	72.7	8731	69	51350	1783432
Nebraska	2009	3321	3509.0	37496	617	67.9	8726	41	49731	1796619
Nebraska	2010	3345	3613.0	36896	674	55.7	8318	54	48827	1830141
Nebraska	2011	2912	4109.0	38060	699	53.9	8725	68	50894	1842234
Nebraska	2012	2920	4147.0	38236	711	60.9	8735	53	51118	1855525
Nevada	1960	144	1118.0	5675	36	74.0	2606	25	9399	285278
Nevada	1961	187	1416.0	6136	24	106.0	2724	21	10276	299000
Nevada	1962	261	1687.0	7054	66	106.6	2971	27	11712	335000
Nevada	1963	229	2475.0	9441	60	118.8	4221	29	16137	368000
Nevada	1964	449	2109.0	9856	54	109.8	4416	32	16381	408000
Nevada	1965	419	1923.0	9779	68	97.5	3863	37	15565	440000
Nevada	1966	447	1749.0	9494	52	96.9	4229	48	15472	454000
Nevada	1967	465	2117.0	11159	64	117.8	4734	48	18010	444000
Nevada	1968	510	2037.0	11107	79	142.8	5808	25	18952	453000
Nevada	1969	726	2560.0	13069	94	170.9	6245	41	21874	457000
Nevada	1970	888	3229.0	14877	96	188.4	8116	43	26222	488738
Nevada	1971	826	3074.0	15094	135	171.2	7635	58	25803	507000
Nevada	1972	1012	2969.0	16335	179	190.1	9262	71	28566	527000
Nevada	1973	1380	3349.0	18079	252	262.0	11781	67	33209	548000
Nevada	1974	1974	3473.0	23413	259	277.8	14053	85	40939	573000
Nevada	1975	1871	3019.0	26741	279	302.5	14487	77	44247	592000
Nevada	1976	2058	3082.0	28776	288	294.9	14594	70	46452	610000
Nevada	1977	2247	3540.0	26666	311	323.1	15528	100	45734	633000
Nevada	1978	2322	3971.0	28018	356	359.5	17551	102	49540	660000
Nevada	1979	2464	4945.0	31388	418	407.5	19799	123	56132	702000
Nevada	1980	2920	5429.0	34864	538	460.6	23263	160	63556	800312
Nevada	1981	3009	5026.0	36955	548	458.0	23046	148	65027	845000
Nevada	1982	2737	4977.0	36279	542	419.6	21256	120	62512	881000
Nevada	1983	2530	4200.0	31749	457	307.2	17922	114	53871	891000
Nevada	1984	2533	4514.0	31508	553	279.0	18023	98	54045	911000
Nevada	1985	3011	4646.0	33336	564	274.9	17312	96	55294	936000
Nevada	1986	3414	4600.0	33601	625	286.9	15446	121	53647	963000
Nevada	1987	3555	5589.0	35157	622	272.5	16408	85	57154	1007000
Nevada	1988	4295	6351.0	37401	782	291.2	16376	111	60128	1060000
Nevada	1989	3410	6439.0	40686	662	250.6	15607	91	62732	1111000
Nevada	1990	3494	7121.0	42097	748	238.3	16434	116	65652	1201833
Nevada	1991	3681	8376.0	45781	848	312.5	18026	152	72183	1284000
Nevada	1992	3872	9255.0	46714	833	331.3	17108	145	73077	1327000
Nevada	1993	6443	10255.0	46137	846	340.1	17293	144	73685	1389000
Nevada	1994	8292	11065.0	51893	1001	352.4	19735	170	82693	1457000
Nevada	1995	8395	11405.0	54563	937	324.6	20235	163	86203	1530000
Nevada	1996	6998	11194.0	52295	856	307.6	19558	220	83047	1603000
Nevada	1997	7132	13220.0	53112	1005	302.4	21975	187	88307	1677000
Nevada	1998	5710	13766.0	47367	911	254.9	19873	170	81006	1747000
Nevada	1999	4994	13094.0	43167	943	232.6	17613	165	73874	1809253
Nevada	2000	4942	13172.0	44125	860	227.3	17526	129	74823	1998257
Nevada	2001	6364	14702.0	45073	883	235.1	17711	180	77486	2097722
Nevada	2002	7629	17486.0	47459	928	236.1	18951	181	83896	2167455
Nevada	2003	7520	20849.0	53321	871	233.0	21958	197	96128	2242207
Nevada	2004	8348	22635.0	52438	954	210.3	23142	172	98215	2332898
Nevada	2005	8730	26931.0	52012	1016	194.9	23481	206	102424	2412301
Nevada	2006	10331	27007.0	50429	1092	282.0	24902	226	102338	2495529
Nevada	2007	11138	22363.0	49844	1096	270.4	24911	193	97118	2565382
Nevada	2008	11216	15938.0	49814	1106	249.4	24254	165	90006	2600167
Nevada	2009	11431	12398.0	46463	1024	228.1	22115	156	80976	2643085
Nevada	2010	11508	10185.0	42533	965	195.9	22286	158	75004	2704283
Nevada	2011	10092	9577.0	40156	913	158.4	20342	139	70075	2720028
Nevada	2012	10790	10018.0	45372	931	178.3	22120	124	77510	2758931
New Hampshire	1960	30	351.0	2646	25	3.0	1108	8	4105	606921
New Hampshire	1961	45	455.0	2884	19	3.4	1573	4	4912	621000
New Hampshire	1962	119	538.0	3821	22	3.5	1781	15	6140	632000
New Hampshire	1963	71	571.0	3354	30	6.9	1751	20	5676	627000
New Hampshire	1964	75	549.0	3797	25	6.6	1827	6	6173	654000
New Hampshire	1965	78	587.0	4176	14	6.9	2117	18	6880	669000
New Hampshire	1966	146	698.0	4411	30	10.3	2382	13	7491	681000
New Hampshire	1967	139	767.0	4338	23	6.1	2350	14	7455	686000
New Hampshire	1968	178	992.0	5235	19	10.3	2605	10	8832	702000
New Hampshire	1969	203	1027.0	6157	29	10.5	3322	18	10506	717000
New Hampshire	1970	265	1269.0	6850	44	12.1	4172	15	12291	737681
New Hampshire	1971	377	1402.0	8734	63	16.1	5082	17	15218	762000
New Hampshire	1972	321	962.0	9299	54	13.4	4600	13	14861	771000
New Hampshire	1973	452	1495.0	10863	75	13.3	5418	17	17776	791000
New Hampshire	1974	434	2093.0	15942	68	25.9	6629	28	24664	808000
New Hampshire	1975	485	2111.0	17470	71	28.9	6978	24	26559	818000
New Hampshire	1976	398	2074.0	19196	80	24.8	7706	27	28976	822000
New Hampshire	1977	645	2491.0	19900	91	23.2	8844	27	31235	849000
New Hampshire	1978	712	2662.0	21630	82	26.3	10101	12	34393	871000
New Hampshire	1979	814	2882.0	25856	152	28.6	10635	21	39373	887000
New Hampshire	1980	1085	2848.0	26443	159	42.0	12067	23	41358	919114
New Hampshire	1981	859	2252.0	25692	154	35.8	11090	27	39034	935000
New Hampshire	1982	690	2127.0	24115	154	33.9	8987	21	35229	951000
New Hampshire	1983	763	1746.0	21359	187	24.1	7882	19	30987	959000
New Hampshire	1984	869	1843.0	20314	202	23.2	7190	10	29347	977000
New Hampshire	1985	927	1982.0	21459	191	26.7	7608	21	31049	998000
New Hampshire	1986	947	2338.0	22675	221	23.6	7754	23	32767	1027000
New Hampshire	1987	988	2288.0	24426	281	26.5	7344	32	34058	1057000
New Hampshire	1988	1090	2498.0	24964	276	21.1	7489	25	34951	1097000
New Hampshire	1989	1238	2701.0	27087	327	23.8	8157	36	37945	1107000
New Hampshire	1990	750	2707.0	28111	386	27.2	8158	21	38976	1109252
New Hampshire	1991	583	2434.0	26220	330	33.0	8126	40	36780	1105000
New Hampshire	1992	588	2165.0	23754	424	33.0	6909	18	32828	1111000
New Hampshire	1993	721	2183.0	23153	499	27.3	5795	23	31131	1125000
New Hampshire	1994	597	2302.0	22260	407	27.1	5275	16	29837	1137000
New Hampshire	1995	646	1666.0	22698	333	27.4	4806	21	29170	1148000
New Hampshire	1996	632	1762.0	24611	404	27.3	5063	20	31436	1162000
New Hampshire	1997	643	1593.0	23430	395	23.4	4612	16	29635	1173000
New Hampshire	1998	597	1474.0	22079	400	21.5	3852	18	27405	1185000
New Hampshire	1999	539	1354.0	21195	345	21.4	3698	18	26247	1201134
New Hampshire	2000	1170	2148.0	20761	522	36.7	4992	22	27901	1235786
New Hampshire	2001	1224	2140.0	20060	458	35.3	4889	17	27089	1259359
New Hampshire	2002	1185	1944.0	19468	446	32.4	4838	12	26250	1274405
New Hampshire	2003	1002	1933.0	19934	438	37.2	4589	17	26456	1288705
New Hampshire	2004	1219	1956.0	19723	466	38.5	4979	17	26658	1299169
New Hampshire	2005	971	1346.0	18493	406	27.9	4192	19	24031	1306819
New Hampshire	2006	1042	1486.0	20179	295	33.1	4395	13	26060	1314895
New Hampshire	2007	1076	1411.0	19909	357	34.3	5074	12	26394	1315828
New Hampshire	2008	1234	1407.0	22714	385	32.0	4266	14	28387	1315809
New Hampshire	2009	1261	1127.0	22748	399	34.3	4915	11	28790	1324575
New Hampshire	2010	1330	997.0	22789	411	34.2	5444	13	29230	1316807
New Hampshire	2011	1758	1114.0	25398	581	38.6	6244	16	32756	1317807
New Hampshire	2012	1545	1023.0	24226	449	35.7	5444	15	30693	1320718
New Jersey	1960	3735	11908.0	45903	442	42.7	25698	164	83509	6066782
New Jersey	1961	3700	12901.0	47145	458	38.0	29329	153	89375	6244000
New Jersey	1962	4361	14641.0	54516	510	45.1	31868	187	101025	6245000
New Jersey	1963	4740	16826.0	61199	561	52.0	35993	181	114018	6470000
New Jersey	1964	5828	18923.0	68072	609	57.0	40143	207	127138	6682000
New Jersey	1965	5845	19924.0	66177	605	55.4	42113	219	128214	6774000
New Jersey	1966	5891	22904.0	77374	640	63.7	49176	240	149454	6898000
New Jersey	1967	6474	29783.0	88412	677	82.5	60321	276	178516	7003000
New Jersey	1968	6805	36700.0	105309	801	123.6	71621	358	213630	7078000
New Jersey	1969	6286	37242.0	108336	914	135.1	68123	369	213701	7148000
New Jersey	1970	7099	39957.0	121098	927	169.4	74649	412	235704	7168164
New Jersey	1971	8895	42346.0	131959	1058	220.0	88720	426	263025	7300000
New Jersey	1972	10375	43183.0	124153	1243	210.1	87981	481	255317	7367000
New Jersey	1973	11737	42159.0	137899	1383	206.2	91609	546	271667	7361000
New Jersey	1974	11751	40073.0	175349	1441	216.6	104774	497	320196	7330000
New Jersey	1975	12043	39337.0	195517	1385	222.6	111288	500	346142	7316000
New Jersey	1976	12571	37462.0	219267	1461	200.3	110346	380	367075	7336000
New Jersey	1977	13564	37489.0	203345	1537	180.4	105229	408	346063	7329000
New Jersey	1978	14790	41075.0	202726	1727	192.6	106700	398	350501	7327000
New Jersey	1979	15894	51045.0	221552	2037	250.0	117421	484	390018	7332000
New Jersey	1980	19313	53563.0	234160	2257	303.7	137900	504	425623	7342164
New Jersey	1981	18997	50573.0	231846	2374	334.6	128274	542	410693	7401000
New Jersey	1982	19664	46620.0	223978	2149	307.6	106418	482	377016	7438000
New Jersey	1983	18553	45127.0	206778	2266	269.0	92391	399	344296	7468000
New Jersey	1984	18593	43179.0	202181	2446	242.4	79871	402	325231	7515000
New Jersey	1985	19059	50237.0	213907	2424	255.0	79923	407	344067	7562000
New Jersey	1986	20220	59096.0	215073	2531	268.7	81595	399	355764	7620000
New Jersey	1987	20735	64857.0	219906	2559	232.8	77392	351	362155	7672000
New Jersey	1988	23055	69046.0	219086	2600	245.2	75675	411	363807	7720000
New Jersey	1989	23129	71106.0	213878	2449	273.3	75548	394	360532	7736000
New Jersey	1990	24049	72628.0	219767	2307	301.0	78628	432	371023	7730188
New Jersey	1991	23848	71847.0	221544	2259	293.1	78821	406	372212	7760000
New Jersey	1992	23740	63524.0	206686	2392	285.2	75508	397	345718	7789000
New Jersey	1993	23438	56253.0	195876	2215	296.0	76738	418	328867	7879000
New Jersey	1994	23414	52164.0	195618	1972	288.0	72074	396	319856	7904000
New Jersey	1995	22830	50184.0	206339	1927	283.0	69533	409	326056	7945000
New Jersey	1996	21307	46437.0	193961	1976	235.8	63259	338	303657	7988000
New Jersey	1997	20650	41165.0	184979	1729	210.6	60894	337	287038	8053000
New Jersey	1998	18663	35185.0	171166	1623	186.2	54459	325	260810	8115000
New Jersey	1999	17601	35357.0	160978	1409	174.9	46998	287	243333	8143412
New Jersey	2000	17099	34151.0	155562	1357	161.1	43924	289	233637	8414350
New Jersey	2001	17370	37708.0	156031	1278	165.8	46812	336	240551	8511116
New Jersey	2002	16593	35755.0	148061	1365	162.7	43899	339	227715	8575252
New Jersey	2003	16452	34606.0	142287	1288	154.4	43457	406	220350	8642412
New Jersey	2004	16144	30306.0	139977	1331	150.6	41030	392	211313	8685166
New Jersey	2005	16079	27683.0	136728	1208	151.8	38980	417	203391	8703150
New Jersey	2006	15562	24749.0	134687	1201	153.1	39384	427	198820	8724560
New Jersey	2007	14564	21959.0	133145	1032	144.7	37234	381	192338	8685920
New Jersey	2008	14152	20180.0	138545	1122	146.3	40402	376	199127	8682661
New Jersey	2009	14114	15504.0	128303	1041	133.7	36945	319	180752	8707739
New Jersey	2010	13885	15556.0	128754	981	134.3	38732	371	183042	8799593
New Jersey	2011	13608	17415.0	129066	1006	138.2	43238	380	189719	8834773
New Jersey	2012	12919	16481.0	122662	1035	128.4	42338	388	181481	8864590
New Mexico	1960	797	2505.0	14501	117	39.5	4331	70	21337	951023
New Mexico	1961	703	2172.0	13744	127	38.8	4357	67	20273	983000
New Mexico	1962	728	2289.0	14109	127	41.1	5256	64	21654	1020000
New Mexico	1963	810	2362.0	14841	124	37.8	6080	57	23283	1018000
New Mexico	1964	957	2413.0	16108	124	47.2	6782	56	25303	1008000
New Mexico	1965	1391	2325.0	17491	142	43.6	7563	65	27379	1029000
New Mexico	1966	1561	2782.0	18971	138	44.8	9380	64	31133	1022000
New Mexico	1967	1648	2560.0	19378	155	45.5	8539	66	30477	1003000
New Mexico	1968	1751	3357.0	22792	214	50.5	9848	65	35997	1015000
New Mexico	1969	1922	4117.0	25622	249	65.1	12234	63	41973	994000
New Mexico	1970	2081	4092.0	25729	227	67.6	12156	98	41977	1016000
New Mexico	1971	2538	4725.0	29274	270	103.1	14596	124	48595	1030000
New Mexico	1972	2822	4043.0	28409	359	121.6	15650	122	48102	1065000
New Mexico	1973	3299	3815.0	28914	366	128.8	16601	130	49330	1106000
New Mexico	1974	3137	3434.0	32240	391	124.6	17762	127	53436	1122000
New Mexico	1975	4058	3638.0	37378	470	126.7	19828	153	60844	1147000
New Mexico	1976	4426	3849.0	42650	479	124.7	19617	113	66116	1168000
New Mexico	1977	4087	3088.0	35802	465	109.6	16882	105	55772	1190000
New Mexico	1978	4409	3803.0	36393	517	111.6	16188	124	56384	1212000
New Mexico	1979	5034	4433.0	41745	582	121.0	18385	154	64563	1241000
New Mexico	1980	5579	4542.0	45613	561	127.9	19335	170	69490	1295474
New Mexico	1981	6266	4712.0	47252	628	140.8	21405	151	73369	1327000
New Mexico	1982	7453	4279.0	53402	656	126.2	22135	158	79816	1359000
New Mexico	1983	7218	4285.0	53077	671	114.0	21813	124	79175	1399000
New Mexico	1984	7029	4564.0	51195	783	130.3	23349	130	79108	1424000
New Mexico	1985	7324	5013.0	53398	722	138.1	25432	158	83843	1450000
New Mexico	1986	7952	5077.0	54906	693	129.5	27283	170	87266	1479000
New Mexico	1987	7004	5183.0	56777	646	108.3	26815	152	88775	1500000
New Mexico	1988	7628	5888.0	56192	580	103.1	27737	173	89817	1510000
New Mexico	1989	8314	5346.0	58201	702	105.2	26146	132	89693	1528000
New Mexico	1990	9185	5101.0	58004	753	115.1	26343	139	89448	1515069
New Mexico	1991	10086	5361.0	58441	811	120.3	26672	163	90474	1548000
New Mexico	1992	11448	5974.0	57072	990	139.3	23896	141	86942	1581000
New Mexico	1993	11815	6547.0	56723	842	138.4	22966	130	86236	1616000
New Mexico	1994	11336	8350.0	57343	866	140.8	21945	177	87638	1654000
New Mexico	1995	10098	8647.0	61478	954	154.5	24383	148	94508	1685000
New Mexico	1996	10332	9973.0	65139	1088	162.4	23586	197	98698	1713000
New Mexico	1997	10790	12407.0	67188	872	171.4	25126	134	104721	1730000
New Mexico	1998	12714	10767.0	65031	957	163.4	24213	190	100011	1737000
New Mexico	1999	10827	8126.0	59613	944	148.2	21481	170	89220	1739844
New Mexico	2000	10230	7341.0	57925	922	137.4	21339	135	86605	1819046
New Mexico	2001	10644	7137.0	56406	850	147.2	19552	99	83095	1830935
New Mexico	2002	10334	7437.0	53406	1027	119.1	19634	152	80477	1852044
New Mexico	2003	9542	7224.0	50595	940	103.1	18997	116	76816	1878562
New Mexico	2004	9811	7902.0	52069	1039	108.4	19924	169	79895	1903006
New Mexico	2005	9370	7929.0	50707	1041	98.3	20939	144	79575	1925985
New Mexico	2006	9495	9230.0	45864	1073	107.2	20906	134	76000	1954599
New Mexico	2007	9777	8903.0	45442	1028	117.9	20823	183	75168	1969915
New Mexico	2008	9537	8017.0	46995	1118	108.4	20706	161	75718	1984356
New Mexico	2009	9510	6502.0	46182	1069	96.1	21955	198	74639	2009671
New Mexico	2010	9432	5250.0	44503	959	78.2	21023	140	70776	2065913
New Mexico	2011	9170	5400.0	46730	856	82.7	21419	158	73549	2078674
New Mexico	2012	8740	5463.0	48247	957	88.6	21384	116	75094	2085538
New York	1965	27464	58452.0	253353	2320	155.9	183443	836	495248	18073000
New York	1966	29142	64368.0	286409	2439	164.8	196127	882	546904	18258000
New York	1967	31261	83775.0	314472	2665	219.3	219157	996	617404	18336000
New York	1968	34946	104877.0	375143	2527	330.5	250918	1185	730938	18113000
New York	1969	36890	115400.0	367463	2902	353.4	248477	1324	731340	18321000
New York	1970	39145	125674.0	386553	2875	446.1	267474	1444	779701	18190740
New York	1971	42318	127658.0	388612	3225	531.1	273704	1823	789974	18391000
New York	1972	45926	105081.0	321096	4199	470.4	239886	2026	666063	18366000
New York	1973	47781	112328.0	320307	4852	442.3	246246	2040	678881	18265000
New York	1974	51454	104095.0	390357	5240	479.3	271824	1919	766276	18111000
New York	1975	54593	116274.0	447740	5099	516.0	301996	1996	866010	18120000
New York	1976	54638	133504.0	516328	4663	529.3	318919	1969	968751	18084000
New York	1977	57193	133669.0	498653	5272	472.6	309735	1919	942057	17924000
New York	1978	58484	119264.0	466516	5168	472.1	292956	1820	878736	17748000
New York	1979	60949	124343.0	500589	5394	529.6	308302	2092	933234	17649000
New York	1980	60329	133041.0	535783	5405	641.3	360925	2228	1029749	17506690
New York	1981	60189	136849.0	539486	5479	684.0	350422	2166	1026757	17594000
New York	1982	59818	137880.0	534244	5159	610.7	295245	2013	967369	17659000
New York	1983	59452	127861.0	504346	5296	536.5	249115	1958	881322	17667000
New York	1984	64872	115392.0	488621	5599	506.9	222956	1786	826969	17735000
New York	1985	68270	106537.0	502276	5706	504.4	219633	1683	828446	17783000
New York	1986	76528	113247.0	519570	5415	514.1	217010	1907	849827	17772000
New York	1987	82417	125329.0	539175	5537	503.3	216826	2016	881330	17825000
New York	1988	91239	153898.0	560887	5479	544.4	218060	2244	932845	17898000
New York	1989	91571	171007.0	544459	5242	579.3	211130	2246	926596	17950000
New York	1990	92105	187591.0	536012	5368	624.7	208813	2605	932416	17990455
New York	1991	90186	181287.0	531681	5085	622.1	204499	2571	917467	18058000
New York	1992	87608	168922.0	495708	5152	596.9	193548	2397	858178	18119000
New York	1993	85802	151949.0	481166	5008	561.2	181709	2420	814824	18197000
New York	1994	82100	128873.0	452322	4700	476.7	164650	2016	745845	18169000
New York	1995	74351	102596.0	425184	4290	399.7	146562	1550	674342	18136000
New York	1996	64857	89900.0	399522	4174	340.0	129828	1353	619250	18185000
New York	1997	63628	79697.0	386435	4075	309.3	118306	1093	584438	18137000
New York	1998	62023	68171.0	363295	3843	270.3	104821	924	536287	18175000
New York	1999	58860	58261.0	338118	3563	240.8	93217	903	489596	18196601
New York	2000	60090	54231.0	340901	3530	213.6	87946	952	483078	18976457
New York	2001	56961	48287.0	329316	3546	191.5	80400	960	458003	19084350
New York	2002	53583	47366.0	318025	3885	191.6	76700	909	442091	19134293
New York	2003	48987	45204.0	311422	3775	186.3	75453	934	432079	19212425
New York	2004	46911	41002.0	311036	3608	173.8	70696	889	422734	19280727
New York	2005	46150	35736.0	302220	3636	182.1	68034	874	405990	19315721
New York	2006	45467	32133.0	297827	3168	178.5	68617	922	398577	19306183
New York	2007	45144	28029.0	290681	2928	161.1	64914	805	383624	19297729
New York	2008	42125	25093.0	297962	2798	163.1	65544	836	388599	19490297
New York	2009	43606	21871.0	292897	2582	144.0	62769	781	377537	19541453
New York	2010	44197	20639.0	293232	2797	147.6	65839	868	379710	19395206
New York	2011	45538	19249.0	287361	2751	145.7	65227	769	371837	19501616
New York	2012	47423	17348.0	294239	2848	146.4	64553	684	376140	19570261
North Carolina	1960	8520	3961.0	26865	355	18.1	12730	482	43556	4556155
North Carolina	1961	7821	4143.0	28029	336	15.0	13485	424	45657	4614000
North Carolina	1962	7962	4358.0	29642	362	17.7	14704	373	48704	4731000
North Carolina	1963	8398	5052.0	30877	346	19.0	15948	391	51877	4760000
North Carolina	1964	10392	5474.0	35554	464	22.7	19369	390	60397	4852000
North Carolina	1965	10767	5896.0	38309	449	23.0	20112	410	64317	4914000
North Carolina	1966	12565	7044.0	41258	538	24.3	22134	459	70436	5000000
North Carolina	1967	13316	7345.0	45856	567	32.1	25966	498	79167	5029000
North Carolina	1968	14991	7873.0	49442	579	37.6	27716	526	85031	5135000
North Carolina	1969	14666	8665.0	58614	619	43.1	31804	588	99083	5205000
North Carolina	1970	14899	8528.0	68042	658	52.3	38918	597	115488	5082059
North Carolina	1971	15738	8546.0	70109	764	55.3	41840	606	120495	5146000
North Carolina	1972	17172	8612.0	65574	759	66.2	42375	704	116561	5214000
North Carolina	1973	17790	9163.0	68984	847	71.4	47036	683	125183	5273000
North Carolina	1974	19810	10097.0	88336	833	92.3	63654	629	162087	5363000
North Carolina	1975	17750	10139.0	104069	885	82.2	70051	677	184259	5451000
North Carolina	1976	16755	9750.0	116164	838	70.6	64289	609	190203	5469000
North Carolina	1977	17584	10612.0	112591	937	61.3	63765	586	186968	5525000
North Carolina	1978	17757	11228.0	116193	1024	65.9	66031	600	193452	5577000
North Carolina	1979	18945	12523.0	134903	1137	77.2	72687	600	220113	5606000
North Carolina	1980	19836	12631.0	148804	1324	82.3	83150	619	244585	5843665
North Carolina	1981	19285	11788.0	151679	1351	80.8	79545	541	243012	5951000
North Carolina	1982	19830	11105.0	156701	1322	85.9	78787	545	246593	6019000
