song_id	album_id	song_title	year	duration	loudness	artist_id	hotttnesss
SOMXAFA12AB018C537	800656	Romanza		267.7024	-18.479	ARJNUTI12802FDFB5A	0
SOJDYFO12A8C141BA4	238650	Tu Vuo_ Fa_ L_ Americano		278.33424	-13.083	AR7LIU31187B98EF11	0.2538347361
SOTAEHU12A8AE47888	234073	September Song	1997	218.48771	-23.596	ARBE5BJ1187B98BCFD	
SOWEZSI12A81C21CE6	283353	Tu Quieres Volver	1987	194.87302	-8.403	AR2UQQ51187B9AC816	0.7788208089
SOEUWYJ12A8C144BE8	614711	Intro/Whatcha Gonna Do about It		288.02567	-11.088	ARPISA41187FB3DE42	0.2425698137
SOHHVZZ12A6D4F9848	176847	Stop That Thing	1935	163.91791	-15.832	ARE2QID1187B98FA19	
SOUKRER12A8C13BDE1	107873	Duh Duh Da		201.82159	-9.926	ARGJBTS1187FB4273A	0.2084722368
SOQTINJ12A58A7DD36	405899	Drumroll (We're All Thirsty)		156.83873	-5.924	ARXB4TY1187FB5AA25	
SOJCRCO12A6D4F89BA	47388	Intro	1998	64.70485	-23.129	ARKN9J11187B9B210D	0.3864772913
SOFPBVZ12A8C135C19	246144	Bodyfly (Dynamix original version)		451.02975	-5.927	ARQQ2VE1187B991D97	
SOFXZWI12AB0180B8D	443003	Brampton To Roadhead		242.93832	-9.989	AR3GCDF1187B99DC06	
SOGZRCP12AC960D91D	601523	Bigbigkiss	2000	213.39383	-9.559	ARWSMC91187B9AD369	
SOHGUVY12A6D4FD2D5	227138	Cable		199.00036	-16.595	ARGTDDO1187FB55687	0.1939277644
SOOCGEI12A6D4F9624	57315	Walking To Jerusalem	1996	209.08363	-7.56	AR3AY3R1187FB52CF0	
SOBJVKE12A8AE44914	134790	Q1.1 Edit	1995	62.92853	-23.563	AR2CM6U1187B999EB7	0.499752328
SOLUWQF12AB017DBDC	341152	Youre nobody till somebody loves you		79.64689	-7.704	ARKWXDA11F4C83B665	
SOBRDLW12AC468A908	597335	She Don't Belong To You	1998	224.65261	-6.278	ARDP3WW1187FB3D28C	0.3347065491
SOHVCVM12AB018E396	762241	Here You Come Again (LP Version)		170.44853	-9.741	AR6TKMQ1187B9ACEDA	0
SOCJHAZ12AB0181CE2	638138	Blowin' In the Wind	2009	307.80036	-17.336	ARAG1DX1187B98BB10	0.2215486599
SOGBMQD12AB018F2A0	816732	Let It All Go		175.5424	-4.982	ARZ2DHF1187FB3F2EA	0.4348380903
SODCZXW12A6D4F97F5	47590	Hummingbird	1988	322.97751	-13.865	ARNPPTH1187B9AD429	0.5637552084
SODHFOI12A58A78491	43305	Departure / End Title (Love Theme From Night Of Dark Shadows)		115.43465	-21.277	ARPNJUD122BCFCB9B4	
SOPYDMS12A8C13676F	203366	Brother Can You Spare A Dime (Album Version)		325.35465	-12.375	AR3GYKU1187B996AB9	
SOXMSNK12AF72A8850	407866	This Is For My Bitches	2009	224.31302	-4.62	ART62WC1187FB47E80	0.4456992752
SOEEANS12AB0184A71	343322	The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check)		245.34159	-6.521	ARKZXSQ1187B9AC9F3	0.400039657
SOJJZTV12A6D4F6F6C	33907	"Pete's Crusade (12"" Version) (2006 Digital Remaster)"		251.92444	-12.262	ARDMPZU1187B99A472	
SOEHDVV12A8C140A53	172858	Canon In D Major (J. Pachelbel)		192.41751	-16.922	ARY1P2B1187B9B78F5	0
SOFUNPG12A58A7F017	662316	Friends Of All Races		283.74159	-8.606	ARKQADX1269FCD155B	
SOWZQFZ12AB018AC54	517480	"non-existent track (part one: ""why don't you fuckin' remember anything ?"")"	2001	244.32281	-7.468	ARA8X3M1187B9A13CA	
SOFNHOT12A6D4FB296	64463	Love Shines Through  (Dream Album Version)		232.22812	-5.165	ARHTRR71187B98F305	0
SOYYJNB12AB0184408	411450	Suck My Blood	2009	266.89261	-5.268	AREBWEH1187B99EA9A	0.5642587393
SODKZLY12A8C13F228	311061	Jane 5	1997	161.35791	-8.667	ARSQDUN1187B98D7D7	0.4923983528
SOMWLTZ12AB0182E86	416628	White Jetta	2009	197.25016	-9.31	ARRJNTE1187FB44E12	0.7056291887
SOWSIVF12AB018D3D1	776959	Need To Shout	2005	249.28608	-10.414	ARIW1BH1187FB4C94A	0.7602993829
SOONWRV12A8C138371	295785	Fall Line	2003	136.30649	-11.234	ARC8CQZ1187B98DECA	
SOQWLMX12A67020B04	15590	Sista	2001	231.33995	-7.99	ARW9SN11187FB52D0D	0.4274465715
SOTYYYZ12A58A7D468	489422	Own Me	2004	284.682	-11.221	ARCRSUM1187FB52AB0	0.2150803185
SOYEVCP12AC9E17E09	307443	Someday (I Will Understand)	2005	1.04444	-23.555	AR03BDP1187FB5B324	
SOFUDES12AB018E6C8	765830	Me vuelves loco		190.22322	-8.221	ARB6B5K1187FB36017	0
SOVQFUY12AB018A77D	561867	Morghe Eshgh		224.02567	-17.661	ARMTTWG11F4C83E6AE	0.2998774883
SOOUNZH12A6D4F9584	38768	Don't It (make Your Troubles Seem Small) (Album Version)	1986	168.93342	-11.71	ARQXR6R1187FB46FD6	0.3725300394
SOPDHNR12AB017BDB9	402946	Das ist mein Viertel		236.14649	-2.653	ARI6CSW1187B9AF09A	0.2707759989
SOAORIB12AC9072D42	601433	The Other Side Of That Hill		329.24689	-8.159	AR2G8UI1187FB3F33C	
SOJNRPI12AB018E779	592093	Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]		241.60608	-7.724	ARSX6IX1187B9B640C	0.3738202756
SOFPFTF12A8C14172C	121347	Elementro	2003	405.41995	-7.495	ARIMW0M1187B99EC59	0
SOUGTLE12A8C14547F	478734	Kangaroo Blues		173.24363	-20.884	ARKEFM61187B9A8202	
SOILNCG12A6D4F9D6C	53753	Tem Do de Mim (Live At El Matador_ San Francisco)		161.59302	-19.397	ARODFDS1187FB57348	0
SOXDBMM12A6D4F9C58	64552	Arise_ My Love (Song Of Solomon)		208.50893	-21.716	ARHO1WI1187B98CB84	0.3347065491
SOHEWXI12AB018960E	693934	Salvation	2004	160.31302	-11.242	ARNFLMN1187FB50BB3	0.4954531365
SOQMROZ12AF729B758	300910	In Fate's Hands (Album Version)	2006	208.79628	-2.983	AR4YKRO1187B9B7829	0.6040881781
SOSUVLO12A8AE487E6	280401	Shame	2007	205.45261	-6.692	ARJD6I01187FB50347	0.4787262885
SOCRSPK12A8C142FF8	378580	Listen		236.5122	-14.249	ARIOTFR1187B98F316	
SODUSRP12A6D4FA762	41517	Till There Was You (John Creamer & Stephane K Remix)	2005	608.23465	-10.289	AR6U7461187FB59499	0.5413813805
SOCBUSG12AB0180568	324747	Two Guitars Shuffle (take 1)		351.73832	-12.302	ARRR4Y81187FB524CE	0.4643353774
SOBHYLB12A8C1424C4	609846	I Love No One But You	1991	169.63873	-14.257	AR7CCCC1187FB578FF	0
SOCYTTZ12A8C1316EC	283341	What If I Forget The Champagne	1998	312.76363	-13.455	ARHZCG01187B99E4DE	0.3725300394
SOFUNWZ12AB01831A9	702269	A história do incêndio do jequitibá de Carangola (Part 1)		143.67302	-15.316	AR1PQYO1187B98BEC9	
SOWDGVW12A8C13B9B7	204294	Meteor Of War (Album Version)		81.10975	-3.869	ARF84A41187B9A34E7	
SOZNTWU12A8C1453CF	315574	Nobody In Mind		171.65016	-20.075	AR08YJF1187B9B2D59	
SONYDNP12AB0186DCE	765935	Your Love (Got a Hold of Me) instrumental		252.3424	-5.641	ARB78VW1187B98F81C	
SODICFT12AB01836D3	460926	Kaloobafak [I'm Confessin' (That I Love You)] (LP Version)		235.31057	-18.638	AR3GYKU1187B996AB9	
SOLRXEG12A8C13D5E7	162629	Wo You Jin Ri		298.10893	-9.226	ARZCXO91187FB53708	
SOHWNYG12A81C208D4	553001	All Is One	1998	433.94567	-7.77	AR4MCB01187B98BF5C	
SOQSPFC12AB018C494	759814	Run A Mile	2006	399.82975	-7.715	AR12EOE1187FB3AE26	0.5691786864
SOSJWQO12AC9070E86	737179	Cranford: Deborah's Vigil		167.20934	-24.082	ARV5O111187B9A3F3A	
SOQVVDQ12AB018300C	558289	Dragonfly	1998	140.06812	-4.564	AR1GYND1187B9A9CD3	0.3409227559
SOUMTXR12AB017BAB4	331533	4tx.31b	1993	274.54649	-9.748	ARWAPYC1187FB3FCAF	
SOFJQSW12A58A7DD3B	93089	Oh No	1984	237.68771	-24.905	AR6CLFP1187B9ACB94	0.5114243257
SOCHHXJ12A6D4F8E9B	38722	32 Lines (Album Version)	1999	302.86322	-7.838	ARNF6401187FB57032	
SOCPWFB12A6D4FA899	52355	Levallois Monte Carlo		155.58485	-15.88	ARMQUXW12509412F2F	
SOLMXIE12A8C1429A8	609161	Question Authority	1982	122.64444	-10.18	ARNFTGS1187B9A465F	0.665544602
SOZIQEG12A8AE46F8E	136291	Loup Garou	1996	291.91791	-13.75	ARM3QKQ1187FB421E0	0.2120454055
SOZIQBP12A58A79F4E	43305	The Taking Of Angelique		67.05587	-24.522	ARPNJUD122BCFCB9B4	
SOVKHXD12A67020C86	13664	So Many Reasons	2004	168.77669	-13.478	ARDFZE61187FB45994	
SODWIDL12A6D4FA5F2	190923	Anyone Who Had A Heart	2003	200.12363	-18.896	AR9ST641187B99B4DE	
SOFOXRS12AB017BD2E	327605	Xin Bu Liao Qing		232.48934	-6.327	ARAMB6Q1187B99DE68	
SOOQPIK12A6701F1C5	14580	Fortunate Fool	2000	228.70159	-10.736	ARC8CQZ1187B98DECA	0.824206502
SOIMRXV12A58A7F1B5	6839	Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge)	2003	246.33424	-5.268	AR3FE581187FB3F90A	0.5411058269
SOOBTKZ12A58A7B0B0	226854	I'll Be Glad	2005	335.69914	-4.559	ARJIWJH1187FB3F6B9	0.3347065491
SOKHMJO12AB01832DA	413215	Wings Off Flies (2009 Digital Remaster)		246.46485	-11.936	ARODBRG1187FB3FD99	
SORYBLZ12AF72A4286	537392	Nothing Matters Anymore	2009	252.21179	-3.708	ARK3PWH1187B9A441D	
SOYIXMY12AF72A0734	290204	Working On The Highway	1984	191.99955	-11.516	AR91C8S1187B990901	0.7515808909
SOXXZFP12A8AE47061	234928	The Pig	2008	197.79873	-5.586	ARK3PWH1187B9A441D	
SOUEILW12AF72A5701	366840	Gaya's Dream		363.31057	-11.098	ARKAL321187B9AD4BE	
SOUBGQW12A6D4F8CE5	55800	Maracaia	2006	242.1024	-7.203	ARAENPX1187B990DDA	0.4010952966
SOYQWAD12A8C139316	156902	Chu Hsin		241.81506	-6.65	ARCEOW71187B9A5A71	
SOZQFDN12A6D4F8D09	39801	Sommarens sista mås	2002	198.24281	-15.879	ARTOTKA11E2835EA81	
SOVSJKJ12AB0183DB7	508143	Ya Basta		193.802	-6.01	ARQHLIO1187B98AA6A	0
SONIRES12AB01872D2	663092	DEU470956112		129.67138	-8.116	AR223M11187B9ADDD6	0.2732859553
SOUYPSW12A8C138902	199854	Wang Wang Blues		126.95465	-13.159	ARVQ4QM1187B98AD95	0.5073468968
SOJYIEV12A8C130AAB	281944	Radio Jay		361.82159	-7.839	AROIHOI122988FEB8E	
SOHJNUH12AB01891DE	420937	There Are More Questions Than Answers	1972	167.26159	-12.43	AREZWC61187FB52DCF	
SOUOWYN12A8C13501F	150501	Suba		256.20853	-8.699	AR0LVFQ1187B9A84E0	0.2538347361
SOIPFOS12AB0183721	662464	Lebaran		288.86159	-7.687	ARSENJW1187B9B053E	0
SOMWYQW12AB018373C	364318	Siri		301.66159	-9.417	ARDYMTV122ECCBC383	0
SOISNKR12A8C139DFA	155541	Trois Noëls québècois (trad): Gabriel		125.3873	-29.374	AR23EC41187FB4805D	
SOXMDLV12A6701E69E	485716	Cell (Album)		293.72036	-9.785	ARMPRI31187FB4F7D9	0.7056291887
SOWJQRR12A6D4F725C	26752	Love Is All Around	1994	246.38649	-6.574	AR35YUO1187B9AD83E	
SOGKSAD12AF72A35AA	531919	Through the Looking Glass (jazz)	2006	261.0673	-9.435	ARYZV2X1187B997BE7	
SOKCPLP12A6D4FB42E	176473	General Chariot Corp. (LP Version)		326.29506	-19.242	ARJDWEA1187B9B676F	0
SOVXVKR12AB017F9C6	335541	Ormhäxan	2007	278.93506	-5.73	ARB5TJM1187B9A71FD	0.619267702
SOCCQJE12AB018722F	746685	She Don't Move Me No More	1995	186.40934	-12.967	AR4GAFY1187B9B639D	0.3943948561
SOYULPJ12A67021002	8761	Wish (Album Version)	2001	263.96689	-4.763	ARFAX4X1187B9A89CB	
SOVRDND12A8C13AE30	299930	Markus sång		215.562	-8.669	AR1SQSG1187B9AC782	0.4764352196
SOTYJVR12AC468B3BD	735440	Alma Mater	1995	318.9024	-5.255	AR4C6V01187FB3BAF4	
SOLDLXG12AB0185707	351426	Beauty And The Beast	1997	382.58893	-4.657	AR74Q3R1187B9B24C3	
SOMTRKO12A8C134D55	150242	Police Story	1981	92.36853	-12.206	ARQ76LG1187B9ACD84	0.6786337886
SONCMDH12A58A7C500	603776	Knock Knock		231.1571	-6.604	ARS6HDE1187B99CA29	0
SOEEQKB12A8C143340	611707	The Lonesome Boatman		234.50077	-20.58	ARFWZZD1187FB561F9	
SOWRKPT12AC468E5D5	688795	Never Alone	1978	468.00934	-13.75	ARU230L1187FB4642F	0.2658610492
SOVAKME12AB01892EE	563689	Washes Over Me		422.24281	-10.412	AR4AEIP1187FB4030A	0.2120454055
SORVNPU12A8C134C36	620988	Junior Crehan's Favourite - Corney Is Coming	1973	156.18567	-14.873	AR2XBPG1187B98FCBE	0.4782769949
SOHJIWJ12AB0184EF9	143091	Dope Nose	2002	137.37751	-5.477	AR633SY1187B9AC3B9	0.8172275597
SOKTSYD12A8C13CB8F	597033	Bob Your Head	1990	227.5522	-12.654	ARX9YIP1187B98A656	0.4137398359
SOZEGIU12AB01895A8	570903	Love Lifted Me		141.68771	-12.994	ARHT0B11187B993CB3	0
SOUFPAB12A8C1382E0	443433	It Could All Get Blown Away	1992	283.03628	-7.535	AR76DOS1187FB5AE78	0.7306740675
SOQWNGK12AB01897E2	714174	Make it up	2005	264.14975	-11.398	AR52QY11187B99FC59	0
SOGBVJQ12AB01834A1	368964	Le Roi A Fait Battre Tambour		143.43791	-16.243	ARYDFJA1241B9CBFF2	
SOHRNFL12A6D4F9978	43089	Luo Cuo Che		295.57506	-12.611	ARG1UAO1187FB55E50	
SOUFDQA12AB0189758	682795	Jag Vet En Dejlig Rosa		175.90812	-18.529	ARWXHRS1241B9C7A1E	
SOACDZP12AB0188A3C	642654	Hannikaisen baari		282.64444	-13.98	ARVSB691187FB3C711	0.547952942
SOKUUOE12A6D4F80EB	28253	Sloppy (I Saw My Baby Gettin')	1978	159.89506	-11.704	ARYML1P1187B9AF39B	0.6145769817
SONNXKA12AB018A294	817542	Reminissin'		363.38893	-9.983	ARGF5QG1187B9AC84F	0.5823442861
SOVCPCV12AAFF41B75	483106	Caseta del Plater		340.53179	-16.265	ARZISVS11F4C841860	
SOAVTUX12AB0181896	440148	Cajun Honey (Cajun Lovin' Style)		103.44444	-14.314	AR7EF9H1187FB4D8A3	
SOTSHSR12AB01899B6	810542	Play The Part	2010	158.95465	-4.392	ARN5L1O1187FB4D955	0.6503150762
SOHMIMK12AB018A437	578527	Many Are We	2006	292.41424	-5.377	AR7U5BZ1187B997FFC	0.5645134116
SOXFDJD12AB018580A	580757	2 People		217.62567	-5.625	AR7074B1187FB4C39B	
SOZQJKU12A8C13A0C1	668390	Fading Lady Light		220.52526	-8.365	AR1WC0X1187B991056	0.2854298817
SOFKPLB12AC95F0493	785419	The Croppy Boy	2001	283.55873	-21.999	AREW1KO1187B98E42E	0.2523165574
SODYJJO12A58A7C861	247408	It's Good To Know Jesus	2003	221.90975	-13.448	ARIKE5O1187B997E73	0.5057510376
SOGIUHH12A8C138CE0	100970	South Bound Water		189.98812	-23.005	ARDNQ0R1187B9BA1EF	0
SOANWEY12A58A7B504	489574	Tripping Billies	1993	289.09669	-4.62	ARQXC7V1187FB4DA9E	
SOSELMV12A6D4FCF5A	229040	Valerie	2007	229.85098	-7.256	ARWD25M1187FB4C563	0.7828988603
SOEKVHT12AB018D3D0	575327	O For a Thousand Tongues		202.55302	-14.807	AR7ZKHQ1187B98DD73	0
SOKZIXZ12AAF3B2CEC	530717	The Very Conscious		720.53506	-12.044	ARMTTWG11F4C83E6AE	0
SOLJQBW12A6702187B	277069	November Has Come	2005	160.96608	-8.317	ARAXU5Z1187B98FECD	0.8144317117
SORXZTW12AB0183775	519688	Things You Do To Me	2000	256.62649	-9.071	AR4TLW81187B99683D	
SODOSRS12A8C144552	611929	It Ain't What It Seems		225.20118	-7.284	ARYCP7D1187B99516B	0.3347065491
SOWEUOO12A6D4F6D0C	85606	Given Up (Album Version)	2007	189.28281	-4.034	ARQUMH41187B9AF699	0.586924698
SOPVANN12AB0186E36	637374	Back A Yard	1979	266.81424	-8.333	AR0BLA51187FB4E6CD	
SOWXZFY12A8C13807F	257615	1er Gaou		287.34649	-7.715	ARWAVUU1269FB34A47	
SONPYGH12A6701F6CF	14549	I'mma Break It Down	1988	208.32608	-8.078	AR0D6EL1187B9AF46B	
SOUKMIK12A6D4F671E	27384	Ja Nun Hons Pris	2002	35.65669	-18.161	ARIZODP1187B9AD272	0.4348380903
SOZXLAE12AB018AB74	802838	Je suis le passeur du printemps		144.19546	-11.092	ARGKPBC1187B9ADF8E	
SORXPDE12A81C215EC	181942	Chumpman Blues		175.04608	-11.411	ARGMCPU1241B9C4C34	0
SOREOJO12AF72A6BB7	200695	Bull Dog	1964	157.85751	-7.597	ARAJPHH1187FB5566A	
SOHYFHW12AB01849D8	702413	My M.B. Thang		399.93424	-9.752	ARIRBN91187FB4523C	
SOXJASM12A8C13BB05	214908	Como Nuestro Amor No Hay Dos	2008	207.82975	-6.399	ARZ3U0K1187B999BF4	0.6230374756
SOIILNW12AB017DBD6	326227	Russian Doll		273.10975	-4.258	ARE54I01187FB3AE3D	
SOBUDGS12AB0184923	394181	I Can't Believe That You're In Love With Me (Digitally Remastered 95)		140.56444	-17.419	ARISAXH1187B98E679	0
SOLDPPH12A6D4F7F89	40468	Come Live With Me (12'' Extended Version) (2006 Digital Remaster)	1983	273.84118	-8.015	AR5MK521187B98E0B8	0
SOLKVUE12AB018352E	369461	Big Legged Woman	1998	278.38649	-9.763	AR63RWN1187FB3E89A	0.2658610492
SOMZVHH12AB017D9B3	536498	Forró Praieiro		202.78812	-14.36	AR3N2H11187B98AFBA	
SOZCOFD12AB0189AC5	469688	Pick Me Up On Your Way Down - Original		152.73751	-15.912	ARUDY181187B9B5F49	
SOIIEVJ12AB018564E	711509	Schauet Her!	1983	34.32444	-13.546	ARE08BN1187B98FCA3	0
SOHWHCE12A8C133385	286475	Shenandoah	1967	201.27302	-16.822	AR3DLBB1187B98F3DF	0.49749834
SOVGUDZ12AB017E644	385499	Ich bleib so wie ich bin	2007	215.92771	-5.771	ARI6CSW1187B9AF09A	0.2707759989
SOUAFUV12AB018A8FC	759531	Beloki		238.05342	-21.519	ARH42KA11C8A416880	
SOZKPDV12A8C136A4E	288450	Brightess night		256.07791	-8.527	AR051KA1187B98B2FF	
SOLWFYL12A8AE47B48	188215	Dunn's Revenge		123.76771	-32.586	ARLTW641187B9B6D3C	0
SOBBSDX12AAF3B33A9	530067	My Own Way		208.50893	-6.047	AREEJJK1187FB56DC7	
SOKFHLV12AB0187A2F	803636	Y.O.U. (Album Version)		214.12526	-3.321	ARJ6GR01187B98D64D	0
SOKQQDO12A8C13471A	188215	The Interrogation		73.50812	-24.112	ARLTW641187B9B6D3C	0
SOBMAHU12AB017FA30	628277	It's Four In The Morning	1986	159.79057	-23.907	ARKBTPV1187FB38A79	
SOOYPCQ12A6D4FC50A	581460	Joy to the World		97.69751	-16.102	AR358YS1187FB44A29	0
SOSSDRI12A8C13B97E	216601	Cuatro Estrofas	1994	263.18322	-13.328	AREN7YO1187B9A475C	
SOSYGHA12AB0186AEC	705593	Le Chat du Café des Artistes	2009	241.65832	-9.838	ARL635X1187B990092	0.8596346837
SOMSGDK12A8C14032F	220772	Background Music: The Greatest Ever Punk Sing-Along! (Live)		266.57914	-19.468	ARXEH1P1187FB378A3	
SOADJAQ12A8C13F520	258463	Song Without End	2004	324.51873	-18.208	ARJRIM91187FB3EF9A	
SOZVZWP12A58A7BAD1	135638	Show Me (Acoustic Version)		117.78567	-15.808	ARAIABB1187B9AC6E2	0.5616275901
SOPTTLQ12A58A7B12B	105003	6TH Avenue Nightmare	2005	159.89506	-5.111	ARGFFA01187B9A2D11	
SOLVZZO12A8C130E19	281472	Give It Up Or Let Me Go	1998	296.30649	-6.98	AR11YQ81187FB3C654	0.7239043346
SOKTKHO12A58A7CDA5	715113	Climax (Instrumental Mix)		200.61995	-8.42	AR0WGXC1187B9AAC99	0.3277366832
SOJFVGM12A8C13E2B2	166277	BOMB SQUAD		191.11138	-12.054	ARQHJLT11F50C4C101	0.2669551863
SOIZLKI12A6D4F7B61	36469	Supermassive Black Hole (Album Version)		209.34485	-3.313	ARR3ONV1187B9A2F59	0.7603477805
SOGEWLT12AB018A185	582102	Theme From the Victors		142.65424	-20.139	AR0G47L1187B98CC6D	
SOMQKIK12AB01824F5	513706	Na Primeira Manhã	1997	162.84689	-9.785	AR4EVIX1187B993DE9	
SOBEXVO12AB0180C53	93013	O.T. (Skit)	2004	24.73751	-28.603	ARMB95F1187B9B5B93	
SOCZUUF12A58A7BE8C	16711	Wildflower	2005	253.83138	-6.083	ARDVZTE1187FB5A0A1	0.6270737964
SOWMHFS12AB017F85E	493686	Change Your Mind		239.12444	-10.877	AR6G29T1187B9A99F9	
SOITIZR12A8C13BA50	597464	Wartime Blues	1927	185.41669	-19.308	ARE36MM1187B991E50	
SOAGEUK12A8C137581	369221	Only You	1997	175.12444	-11.778	ARPAL0H1187B990A8E	0
SOQUAKN12A8AE486C2	236556	La Fruta Bomba	2000	242.75546	-8.588	ARHEQ501187FB4F898	
SOIMAKW12AB01887BF	768418	Dolores		194.84689	-18.692	ARXGICZ1187FB444DD	
SOVLRKB12AC4687C3B	596806	World Destruction (2005 Digital Remaster)		233.63873	-7.532	AR211WC1187FB52425	0.2291441037
SOTLKVX12A8C13BE9F	158342	Alma De Metal	1999	216.31955	-8.88	AR6IJJ41187B98C872	0.2623089972
SOWKNZT12AC4688FC9	789426	Beautiful Lies		317.962	-10.558	AR0GGKI1187FB391D5	
SONWSOW12A8C13BC80	113780	Danny's All-Star Joint (LP Version)	1979	246.62159	-14.071	ARXPE571187FB4AFD0	0.6027617833
SOGUUTM12A58A7AAD9	45508	From the Gardner Meditations: African Tarantella	2006	538.27873	-12.169	AR6MIU31187B994603	0.2784591788
SOLRVTS12A8C139D5B	295123	Werther - Lyric Drama in four Acts/Act III/Toute mon âme est là		333.92281	-17.677	ARUKJUP12086C14589	
SOBDGEJ12A8C13F71A	217222	Miesten tähden	1994	162.14159	-9.812	ARVESGN1187FB3E10C	
SOKLDSG12AB0188032	422276	Song For Paul	2007	164.0224	-12.836	ARLBNAC1187FB47151	0.3829350901
SOBZUIG12A8AE48C94	138186	Girl Tonite (featuring Trey Songz)  (Explicit Chopped & Screwed Version)	2005	259.70893	-7.482	ARSE5NP1187B9B98AB	
SOGRXZY12A8C139043	335915	Thrill Me	1991	303.96036	-6.289	AR198711187B9AD09F	0.7211429872
SOFCFGG12A6D4FB5F8	64378	Covered (The Beauty Of Simplicity Album Version)		197.98159	-14.258	AR1E4V11187B99F400	0.2749070095
SOASNQV12A8AE48819	279573	Charly (Trip Into Drum And Bass Version) (Remastered)		312.86812	-6.361	AR4L4WQ1187FB51996	0.6331306998
SORKPES12A8C137BFA	145221	I'd Rather Have Jesus	1965	161.48853	-13.797	AR88F5X1187FB3EA17	0.2707759989
SOUDEWA12AB018532F	363581	Toby	1974	170.70975	-9.957	ARUEYGC1187FB3D94B	
SOYHZYO12A8C1391D8	106282	Yearning Just For You		160.26077	-12.009	AR9OLFX1187B9A5762	
SOUJQJI12AB0183C80	509775	Canción De Títeres		114.80771	-11.836	ARFILWJ1187B9ADDBF	
SOPWHEV12AB017DC10	500966	Don't Know How To Be	1995	215.40526	-5.66	AR1U3BY1187B9B136F	0.5614285176
SOGUTKT12A8C1442E4	378613	Merry-Go-Runaround	2003	147.722	-13.21	ARK0TRD1187FB3BDE5	
SOAOFAT12AB018975D	582067	Sincerely		148.16608	-10.666	ARAVPU21187B993957	
SOOAUWY12A8C14301D	225374	Althea Cooley		27.6371	-14.629	ARENLSD1241B9C71B9	
SOLXDDC12A6701FBFD	14302	I'm Back	2000	312.2673	-3.989	ARTH9041187FB43E1F	0.8117075314
SORWVEZ12A8C13C031	359463	ONE WAY LOVE		276.13995	-3.856	AROLMXS1241B9C6915	
SOCORMS12A67AE124F	70808	Devil's Daughter	1988	262.97424	-8.737	ARSPQ0H1187B999944	0.4634896622
SOYKZHI12A58A7BEE9	381182	Tabernacle Song	2009	195.47383	-7.246	ARUAOGE1187B9B3D50	0.6614452229
SOHCGST12AB0185F64	714373	Anfang Vom Ende	2003	60.55138	-9.255	ARGDY4Y1187B9A334F	0.2150803185
SOBQJCE12AB0183BB3	630453	Forgive Me (High Key-Premiere Performance Plus)		211.722	-16.941	ARID75M1187B9B8341	
SOTMRJU12AC9074F64	600586	I'll Pray For You		255.26812	-16.076	ARR575U1187B98FB97	0
SORNYFV12AF729F4A0	159226	El Mar No Cesa (Live)	1991	198.89587	-8.85	AR3SPD91187B9B63E3	0.4938875759
SOEDFBN12AC9072EFE	601945	I'm Gonna Take My Time		259.83955	-6.567	ARQDHPO1187B9A9F7C	
SOYKMPM12AB0188163	573739	Amaze		215.24853	-5.651	ARD3ICK1187B9A56C9	
SOXQCMS12AB018591C	511381	2 Fists Full Of Nothing		289.01832	-10.419	ARHLYXD11F50C4B49E	
SOCYLNE12A81C223ED	181378	"(You're) Timeless To Me (""Hairspray"")"		287.16363	-9.021	ARCACMY11C8A42C870	0.5306630301
SOCXULH12A8C13F551	258463	In My Heart	2004	338.96444	-28.406	ARJRIM91187FB3EF9A	0
SOWPSXC12A6D4FB04D	58666	Collides With Beauty	2004	349.04771	-6.615	AR219DK1187FB4CEFC	0.7397372826
SOMPUMW12A8C13D654	301027	Cien Anos		190.35383	-5.266	AROF4LP1187FB41C51	0.3277366832
SONRWFT12A6D4F983A	47597	Dig Up Her Bones	1997	181.21098	-5.128	ARA1UU51187FB5A70B	0.7748541268
SOILVKO12A8AE486B1	278992	A Little Of You	1986	236.61669	-4.21	ARDGB6U1187FB3AD07	0.4851223641
SOWIAKP12AC3DFA050	823329	Spoken Word / Ogdens' Nut Gone Flake / Spoken Word	1968	248.24118	-12.211	AROCBZZ11E2835D652	0
SOJDXQI12AF72A580E	26414	One Year_ Six Months	2003	208.79628	-7.063	AR048JZ1187B9AEB85	0.7324280728
SOBLYYF12AB018924E	763854	Song For Stephin Merritt		193.17506	-10.134	AR1SYBE1187B992798	0.2884816427
SOSWNTH12AB017EA7C	338629	Cai dentro		253.43955	-7.773	ARJJPQP1241B9CA062	0
SOFLQOA12AB0182976	367892	My Funny Valentine	1996	204.61669	-15.096	ARFAGIR1187B997EA1	
SOEBTAK12AB018BEA5	725858	Mis calles de arena		241.68444	-7.066	ARIQD5J1187B98D8DC	
SOOBFRV12AB0184739	462166	Kathleen's Song / Ray Lynch	1984	250.22649	-21.45	ARNUIBF1187FB4A28F	0.6603811327
SOLFTTR12A6D4FDC9F	271147	Trows Kind	2006	357.45914	-5.492	ARJ438T1187B9AD503	0.5810119425
SOVCBOE12AB0183962	565125	Change Clothes	2003	259.05587	-4.73	ARLGIX31187B9AE9A0	
